Name,School,Description,Level
Magnificent Mansion,Conjuration,Conjure a secure dwelling in a demiplane.,7
Mask of Terror,Illusion,A creature’s fearsome illusory appearance frightens observers.,7
Maze of Locked Doors,Conjuration,SThe target of your spell is drawn into a long-- twisting-- extradimensional hallway.,7
Plane Shift,Conjuration,Transport creatures to another plane of existence.,7
Possession,Necromancy,Send your mind and soul into another creature’s body.,7
Prismatic Spray,Evocation,Shoot rainbow beams that have various effects on creatures in a cone.,7
Project Image,Illusion,Make an illusion of yourself you can cast spells through.,7
Retrocognition,Divination,Sense impressions of past events at your location.,7
Reverse Gravity,Evocation,Flip the gravitational pull in an area.,7
PFS LimitedTime Beacon,Divination,You create a beacon in time-- intending to return to it if things go wrong.,7
True Target,Divination,Make multiple attacks against a creature especially accurate.,7
Visions of Danger,Illusion,Create a vision of horrid-- swarming creatures that causes mental damage.,7
Warp Mind,Enchantment,Confuse a creature-- possibly permanently.,7
Agitate,Enchantment,You send the target’s mind and body into overdrive-- forcing it to become restless and hyperactive.,7
Agonizing Despair,Enchantment,Mentally damage and frighten a creature.,7
Animate Dead,Necromancy,Animate an undead creature to fight on your behalf.,7
Animate Rope,Transmutation,Command a rope to move and tie as you wish.,7
Animus Mine,Abjuration,You implant a mental mine within your psyche that detonates against anyone attempting to manipulate your thoughts.,7
Anticipate Peril,Divination,You grant the target brief foresight.,7
Blister,Necromancy,Grow large blisters on a creature and pop them to spray acid.,7
Blood Feast,Necromancy,Your head splits vertically into an enormous maw-- which feasts upon the target's blood.,7
Chromatic Wall,Abjuration,A wall of light offers a unique protection based on its color.,7
Collective Transposition,Conjuration,Teleport up to two creatures to new positions near you.,7
Continual Flame,Evocation,A magical flame burns indefinitely.,7
Crushing Despair,Enchantment,Make a creature sob uncontrollably.,7
Curse of Lost Time,Transmutation,Artificially erode or age a target.,7
Endure,Enchantment,You invigorate the touched creature’s mind and urge it to press on.,7
False Life,Necromancy,Gain temporary HP.,7
Feast of Ashes,Necromancy,You curse the target with a hunger no food can sate.,7
Final Sacrifice,Evocation,Channel energy to blow up your minion.,7
Fly,Transmutation,Cause the target creature to gain a fly Speed.,7
Grim Tendrils,Necromancy,Creatures in a line take negative damage and bleed.,7
Haste,Transmutation,Speed up a creature so it can attack or move more often.,7
Illusory Creature,Illusion,Form a convincing illusion of a creature.,7
Invisible Item,Illusion,Make an item disappear from view.,7
Magic Missile,Evocation,Pelt creatures with unerring bolts of magical force.,7
Paralyze,Enchantment,Freeze a humanoid in place.,7
Phantasmal Calamity,Illusion,Damage a creature mentally with visions of an apocalypse.,7
Phantasmal Killer,Illusion,Place a fearsome image in a creature's mind to scare and possibly kill it.,7
Phantom Pain,Illusion,Cause a creature ongoing pain that sickens it.,7
Ravening Maw,Necromancy,You evoke Zevgavizeb’s unceasing hunger and inflict it upon your target.,7
Rebounding Barrier,Abjuration,You swiftly raise a reflective barrier-- reducing physical damage and rebounding it onto your attacker.,7
Resist Energy,Abjuration,Protect a creature from one type of energy damage.,7
Scintillating Safeguard,Abjuration,Reactively protect multiple creatures from harm with a magic barrier.,7
Shadow Blast,Evocation,Shape a cone of shadow to deal damage of a type you choose.,7
Shatter,Evocation,Shatter an object with a high-frequency sonic attack.,7
Soothe,Enchantment,Heal the target and bolster them against mental attacks.,7
Sound Burst,Evocation,Damage and deafen creatures with a powerful din.,7
Spirit Blast,Necromancy,Damage a creature's spiritual essence.,7
Spirit Link,Necromancy,Continually transfer your health to someone else.,7
Summon Entity,Conjuration,Conjure an aberration to fight on your behalf.,7
Summon Fey,Conjuration,Conjure a fey to fight on your behalf.,7
Teleport,Conjuration,Transport you and willing creatures a great distance.,7
Tongues,Divination,Let a creature understand and speak all languages.,7
Vampiric Exsanguination,Necromancy,Draw blood and life force from creatures in a cone.,7
Vampiric Maiden,Necromancy,A ghostly iron maiden harms a creature and transfers its vitality to you.,7
Vampiric Touch,Necromancy,Deal negative damage and gain temporary HP with a touch.,7
Veil,Illusion,Disguise many creatures as other creatures.,7
Vomit Swarm,Evocation,Vermin erupt in a cone from your mouth-- biting and stinging creatures.,7
Whirling Scarves,Abjuration,You surround yourself in a vortex of whirling colorful scarves of force that obfuscate you and disorient your foes.,7
Antimagic Field,Abjuration,R Magic doesn't function in an area around you.,8
Devour Life,Necromancy,You attempt to utterly consume the target's life force.,8
Disappearance,Illusion,Make a creature invisible-- silent-- and undetectable by any and all senses.,8
Discern Location,Divination,Discover a target's exact location within unlimited range.,8
Dream Council,Illusion,Communicate through a shared dream.,8
Maze,Conjuration,Trap a creature in an extradimensional maze.,8
Mind Blank,Abjuration,Protect a creature from mental magic and some divinations.,8
Prismatic Wall,Abjuration,Form a protective wall with seven chromatic layers.,8
Prying Survey,Divination,You create eight invisible-- floating eyes-- each about 3 inches in diameter-- that scan the area around you-- transmitting rough impressions of the environment.,8
Scintillating Pattern,Illusion,Cause an array of color that dazzles-- confuses-- and stuns.,8
Spirit Song,Necromancy,Sing an eldritch song that damages any creature that has a spirit.,8
Spiritual Epidemic,Necromancy,Weaken a target with a communicable curse.,8
Uncontrollable Dance,Enchantment,Overcome a target with an all-consuming urge to dance.,8
Undermine Reality,Illusion,SYou lash a target with tendrils of shadow that steal some of its substance-- making it quasi-real.,8
Unrelenting Observation,Divination,You and other creatures use scrying to track a subject exactly.,8
Agitate,Enchantment,You send the target’s mind and body into overdrive-- forcing it to become restless and hyperactive.,8
Agonizing Despair,Enchantment,Mentally damage and frighten a creature.,8
Animate Dead,Necromancy,Animate an undead creature to fight on your behalf.,8
Animated Assault,Evocation,Temporarily animate small objects to attack creatures in an area.,8
Animus Mine,Abjuration,You implant a mental mine within your psyche that detonates against anyone attempting to manipulate your thoughts.,8
Aromatic Lure,Enchantment,You override a target's olfactory senses-- luring them to a specific location through tantalizing false scents.,8
Blink,Conjuration,Flit between the planes-- vanishing and reappearing.,8
Blister,Necromancy,Grow large blisters on a creature and pop them to spray acid.,8
Blistering Invective,Enchantment,Light a creature on fire with the sheer viciousness of your words.,8
Blood Feast,Necromancy,Your head splits vertically into an enormous maw-- which feasts upon the target's blood.,8
Blood Vendetta,Necromancy,Cause a creature that attacks you to start bleeding.,8
Charm,Enchantment,A humanoid becomes more friendly to you.,8
Collective Transposition,Conjuration,Teleport up to two creatures to new positions near you.,8
Confusion,Enchantment,Befuddle a creature-- making it act randomly.,8
Continual Flame,Evocation,A magical flame burns indefinitely.,8
Curse of Lost Time,Transmutation,Artificially erode or age a target.,8
Duplicate Foe,Conjuration,Create a temporary duplicate of an enemy that fights for you.,8
Endure,Enchantment,You invigorate the touched creature’s mind and urge it to press on.,8
Enervation,Necromancy,Drain a creature's vigor.,8
False Life,Necromancy,Gain temporary HP.,8
Favorable Review,Enchantment,You enchant a creature to ensure they have only good things to say about your show.,8
Feast of Ashes,Necromancy,You curse the target with a hunger no food can sate.,8
Final Sacrifice,Evocation,Channel energy to blow up your minion.,8
Grim Tendrils,Necromancy,Creatures in a line take negative damage and bleed.,8
Hallucination,Illusion,A creature believes one thing is another-- can’t detect something-- or sees something that’s not really there.,8
Illusory Creature,Illusion,Form a convincing illusion of a creature.,8
Illusory Scene,Illusion,Create an imaginary scene containing multiple creatures and objects.,8
Mage Armor,Abjuration,Ward yourself with magical armor.,8
Mask of Terror,Illusion,A creature’s fearsome illusory appearance frightens observers.,8
Necrotic Radiation,Necromancy,You imbue the touched object or space with slow-acting necrotic radiation.,8
Phantasmal Calamity,Illusion,Damage a creature mentally with visions of an apocalypse.,8
Phantasmal Killer,Illusion,Place a fearsome image in a creature's mind to scare and possibly kill it.,8
Phantom Pain,Illusion,Cause a creature ongoing pain that sickens it.,8
Ravening Maw,Necromancy,You evoke Zevgavizeb’s unceasing hunger and inflict it upon your target.,8
Rebounding Barrier,Abjuration,You swiftly raise a reflective barrier-- reducing physical damage and rebounding it onto your attacker.,8
Retrocognition,Divination,Sense impressions of past events at your location.,8
Scintillating Safeguard,Abjuration,Reactively protect multiple creatures from harm with a magic barrier.,8
Seal Fate,Necromancy,Curse a creature to be harmed by a certain type of damage.,8
Shadow Blast,Evocation,Shape a cone of shadow to deal damage of a type you choose.,8
Shatter,Evocation,Shatter an object with a high-frequency sonic attack.,8
Soothe,Enchantment,Heal the target and bolster them against mental attacks.,8
Sound Burst,Evocation,Damage and deafen creatures with a powerful din.,8
Spirit Blast,Necromancy,Damage a creature's spiritual essence.,8
Spirit Link,Necromancy,Continually transfer your health to someone else.,8
Spiritual Weapon,Evocation,Materialize a deific weapon of force that appears and attacks repeatedly.,8
Suggestion,Enchantment,Suggest a course of action a creature must follow.,8
Summon Entity,Conjuration,Conjure an aberration to fight on your behalf.,8
Summon Fey,Conjuration,Conjure a fey to fight on your behalf.,8
Teleport,Conjuration,Transport you and willing creatures a great distance.,8
Vampiric Exsanguination,Necromancy,Draw blood and life force from creatures in a cone.,8
Vampiric Maiden,Necromancy,A ghostly iron maiden harms a creature and transfers its vitality to you.,8
Vampiric Touch,Necromancy,Deal negative damage and gain temporary HP with a touch.,8
Visions of Danger,Illusion,Create a vision of horrid-- swarming creatures that causes mental damage.,8
Vomit Swarm,Evocation,Vermin erupt in a cone from your mouth-- biting and stinging creatures.,8
Wall of Force,Evocation,Create an invisible and durable wall of magical force.,8
Astral Labyrinth,Abjuration,You connect the entire area with an invisible maze of astral energy that interferes with dimensional and mental magic.,9
Bind Soul,Necromancy,Imprison a dead creature's soul.,9
Foresight,Divination,Sense when a creature is in danger and React to protect it with good fortune.,9
Overwhelming Presence,Enchantment,Take on the majesty of a god.,9
Prismatic Sphere,Abjuration,Form a protective sphere composed of seven chromatic layers.,9
Resplendent Mansion,Conjuration,Conjure a mansion that lasts for a day.,9
Telepathic Demand,Enchantment,Send a mental message that impels a creature toward a course of action.,9
Unfathomable Song,Enchantment,Song debilitates creatures in weird ways.,9
Wail of the Banshee,Necromancy,Scream-- dealing damage and draining creatures.,9
Weird,Illusion,Frighten-- deal mental damage-- and possibly kill large numbers of creatures.,9
Agitate,Enchantment,You send the target’s mind and body into overdrive-- forcing it to become restless and hyperactive.,9
Agonizing Despair,Enchantment,Mentally damage and frighten a creature.,9
Animate Dead,Necromancy,Animate an undead creature to fight on your behalf.,9
Animate Rope,Transmutation,Command a rope to move and tie as you wish.,9
Animus Mine,Abjuration,You implant a mental mine within your psyche that detonates against anyone attempting to manipulate your thoughts.,9
Anticipate Peril,Divination,You grant the target brief foresight.,9
Banishment,Abjuration,Send a creature back to its home plane.,9
Blister,Necromancy,Grow large blisters on a creature and pop them to spray acid.,9
Blood Feast,Necromancy,Your head splits vertically into an enormous maw-- which feasts upon the target's blood.,9
Collective Transposition,Conjuration,Teleport up to two creatures to new positions near you.,9
Continual Flame,Evocation,A magical flame burns indefinitely.,9
Cup of Dust,Necromancy,You curse the target with a thirst no drink can quench.,9
Curse of Lost Time,Transmutation,Artificially erode or age a target.,9
Devour Life,Necromancy,You attempt to utterly consume the target's life force.,9
Duplicate Foe,Conjuration,Create a temporary duplicate of an enemy that fights for you.,9
Endure,Enchantment,You invigorate the touched creature’s mind and urge it to press on.,9
Energy Aegis,Abjuration,A creature gains resistance to acid-- cold-- electricity-- fire-- force-- and sonic.,9
Ethereal Jaunt,Conjuration,Use the Ethereal Plane to move through objects and into the air.,9
False Life,Necromancy,Gain temporary HP.,9
Feast of Ashes,Necromancy,You curse the target with a hunger no food can sate.,9
Final Sacrifice,Evocation,Channel energy to blow up your minion.,9
Forgotten Lines,Divination,Restore destroyed or censored text.,9
Grim Tendrils,Necromancy,Creatures in a line take negative damage and bleed.,9
Heroism,Enchantment,Stoke a creature's inner heroism to make it more competent.,9
Illusory Creature,Illusion,Form a convincing illusion of a creature.,9
Magic Missile,Evocation,Pelt creatures with unerring bolts of magical force.,9
Phantasmal Calamity,Illusion,Damage a creature mentally with visions of an apocalypse.,9
Phantasmal Killer,Illusion,Place a fearsome image in a creature's mind to scare and possibly kill it.,9
Phantom Pain,Illusion,Cause a creature ongoing pain that sickens it.,9
Possession,Necromancy,Send your mind and soul into another creature’s body.,9
Project Image,Illusion,Make an illusion of yourself you can cast spells through.,9
Ravening Maw,Necromancy,You evoke Zevgavizeb’s unceasing hunger and inflict it upon your target.,9
Rebounding Barrier,Abjuration,You swiftly raise a reflective barrier-- reducing physical damage and rebounding it onto your attacker.,9
Retrocognition,Divination,Sense impressions of past events at your location.,9
Scintillating Safeguard,Abjuration,Reactively protect multiple creatures from harm with a magic barrier.,9
Shadow Blast,Evocation,Shape a cone of shadow to deal damage of a type you choose.,9
Shatter,Evocation,Shatter an object with a high-frequency sonic attack.,9
Soothe,Enchantment,Heal the target and bolster them against mental attacks.,9
Sound Burst,Evocation,Damage and deafen creatures with a powerful din.,9
Spirit Blast,Necromancy,Damage a creature's spiritual essence.,9
Spirit Link,Necromancy,Continually transfer your health to someone else.,9
Spirit Song,Necromancy,Sing an eldritch song that damages any creature that has a spirit.,9
Subconscious Suggestion,Enchantment,Plant a mental suggestion that must be followed when a trigger occurs.,9
Summon Entity,Conjuration,Conjure an aberration to fight on your behalf.,9
Summon Fey,Conjuration,Conjure a fey to fight on your behalf.,9
Synesthesia,Divination,Rewire a creature's senses.,9
Teleport,Conjuration,Transport you and willing creatures a great distance.,9
Vampiric Exsanguination,Necromancy,Draw blood and life force from creatures in a cone.,9
Vampiric Maiden,Necromancy,A ghostly iron maiden harms a creature and transfers its vitality to you.,9
Vampiric Touch,Necromancy,Deal negative damage and gain temporary HP with a touch.,9
Visions of Danger,Illusion,Create a vision of horrid-- swarming creatures that causes mental damage.,9
Vomit Swarm,Evocation,Vermin erupt in a cone from your mouth-- biting and stinging creatures.,9
Whirling Scarves,Abjuration,You surround yourself in a vortex of whirling colorful scarves of force that obfuscate you and disorient your foes.,9
Zealous Conviction,Enchantment,Instill unshakable conviction and zeal in willing creatures.,9
