Name,School,Description,Level
Personal Rain Cloud,Evocation,You conjure a 5-foot-wide rain cloud that follows the target wherever it goes.,6
Phantom Steed,Conjuration,Conjure a magical horse.,6
Pillars of Sand,Conjuration,Create pillars of sand.,6
Plant Form,Transmutation,Turn into a dangerous plant creature.,6
Pummeling Rubble,Evocation,Hurl a cone of rocks to batter creatures.,6
Quench,Abjuration,Put out fires and hurt fire creatures.,6
Ravening Maw,Necromancy,You evoke Zevgavizeb’s unceasing hunger and inflict it upon your target.,6
Reflective Scales,Abjuration,You grow a set of colored glowing scales or scaled armor that stores energy before releasing it in a final burst.,6
Remove Fear,Enchantment,Free a creature from its fright.,6
Remove Paralysis,Necromancy,Free a creature from paralysis.,6
Restoration,Necromancy,Reduce a condition or lessen a toxin.,6
Restore Senses,Necromancy,Remove a blinding or deafening effect.,6
Rusting Grasp,Transmutation,Rapidly rust metal.,6
Scouring Sand,Evocation,You blast the area with grit that scours away soil and gets into creatures’ eyes.,6
Searing Light,Evocation,A ray of burning light deals extra damage to undead and counteracts darkness.,6
Shatter,Evocation,Shatter an object with a high-frequency sonic attack.,6
Shattering Gem,Abjuration,A large gem floats around the target in an erratic pattern.,6
Shocking Grasp,Evocation,Zap a creature with electricity.,6
Shockwave,Evocation,You create a wave of energy that ripples through the earth.,6
Show the Way,Divination,You and affected allies gain preternatural knowledge of the path ahead-- allowing you to intuit the best way forward and avoid potential obstacles.,6
Shrink,Transmutation,Reduce a willing creature to Tiny size.,6
Slow,Transmutation,Make a creature slower-- reducing its actions.,6
Snowball,Evocation,You throw a magically propelled and chilled ball of dense snow.,6
Spike Stones,Conjuration,Grow sharp spikes out of the ground.,6
Stoneskin,Abjuration,Harden a creature's skin into durable stone.,6
Sudden Blight,Necromancy,Decay living creatures and plants.,6
Sudden Bolt,Evocation,You call down a small bolt of lightning on the target,6
Summon Animal,Conjuration,Conjure an animal to fight on your behalf.,6
Summon Elemental,Conjuration,Conjure an elemental to fight on your behalf.,6
Summon Fey,Conjuration,Conjure a fey to fight on your behalf.,6
Summon Giant,Conjuration,Conjure a giant to fight on your behalf.,6
Summon Plant or Fungus,Conjuration,Conjure a plant or fungus to fight on your behalf.,6
Tether,Abjuration,You use magical chains-- vines-- or other tethers to bind your target to you.,6
Tree Stride,Conjuration,Teleport from tree to tree.,6
Verdant Sprout,Conjuration,You imbue a single ordinary-- inexpensive plant seed with primal energy and throw it onto a surface-- where it gradually sprouts into a Medium plant.,6
Vital Beacon,Necromancy,Radiate vitality that heals creatures that touch you.,6
Vomit Swarm,Evocation,Vermin erupt in a cone from your mouth-- biting and stinging creatures.,6
Wall of Fire,Evocation,Create a blazing wall burns creatures that pass through.,6
Wall of Thorns,Conjuration,Grow a wall of brambles.,6
Weapon Storm,Evocation,Multiply a weapon you hold and attack many creatures with it.,6
Blightburn Blast,Evocation,Inflict a creature with blightburn sickness.,7
Control Sand,Evocation,Manipulate sand around you.,7
Eclipse Burst,Necromancy,A globe of darkness deals cold damage-- hurts the living-- and overcomes light.,7
Energy Aegis,Abjuration,A creature gains resistance to acid-- cold-- electricity-- fire-- force-- and sonic.,7
Fiery Body,Transmutation,Turn your body into living flame.,7
Finger of Death,Necromancy,Point at a creature to deal negative damage and possibly kill it instantly.,7
Mask of Terror,Illusion,A creature’s fearsome illusory appearance frightens observers.,7
Plane Shift,Conjuration,Transport creatures to another plane of existence.,7
Regenerate,Necromancy,Cause a creature to heal over time-- regrow organs-- and reattach body parts.,7
Sunburst,Evocation,A globe of sunlight deals fire damage-- hurts undead-- and overcomes darkness.,7
Unfettered Pack,Abjuration,Let creatures avoid environmental hindrances.,7
Volcanic Eruption,Evocation,Cause massive lava sprays that burn creatures and encase them in rock.,7
Acid Storm,Evocation,You evoke a storm of acid rain that pelts the area for the spell’s duration.,7
Acidic Burst,Evocation,You create a shell of acid around yourself that immediately bursts outward.,7
Blister,Necromancy,Grow large blisters on a creature and pop them to spray acid.,7
Breath of Drought,Evocation,You fill the area with an oppressive-- arid swelter that overwhelms creatures with heat exhaustion.,7
Burning Hands,Evocation,A small cone of flame rushes from your hands.,7
Chain Lightning,Evocation,Lightning jumps from creature to creature.,7
Chilling Spray,Evocation,Icy shards fly out from you in a cone.,7
Cloudkill,Necromancy,Poison creatures in a cloud that moves away from you.,7
Cone of Cold,Evocation,Bitter cold damages creatures in a cone.,7
Continual Flame,Evocation,A magical flame burns indefinitely.,7
Crashing Wave,Evocation,Smash a cone of water against foes.,7
Curse of Lost Time,Transmutation,Artificially erode or age a target.,7
Dinosaur Form,Transmutation,Turn into a dinosaur.,7
Elemental Form,Transmutation,Turn into an elemental.,7
Enhance Victuals,Transmutation,Improve food or drink and remove poisons.,7
Feast of Ashes,Necromancy,You curse the target with a hunger no food can sate.,7
Final Sacrifice,Evocation,Channel energy to blow up your minion.,7
Fireball,Evocation,An explosion of fire in an area burns creatures.,7
Flaming Sphere,Evocation,A ball of fire rolls about at your command.,7
Fly,Transmutation,Cause the target creature to gain a fly Speed.,7
Grisly Growths,Transmutation,A creature grows excess limbs and organs-- sickening those who witness the transformation.,7
Haste,Transmutation,Speed up a creature so it can attack or move more often.,7
Heal,Necromancy,Positive energy heals the living or harms the undead-- either a single creature or all in a burst.,7
Heat Metal,Evocation,Make metal red hot.,7
Hydraulic Push,Evocation,Damage and push a creature with a blast of water.,7
Hydraulic Torrent,Evocation,Force creatures back with a damaging line of water.,7
Impaling Spike,Conjuration,Skewer a creature with a cold iron spike.,7
Lightning Bolt,Evocation,Lightning strikes all creatures in a line.,7
Lightning Storm,Evocation,Create clouds and repeatedly call down lightning bolts.,7
Noxious Vapors,Evocation,Form a toxic cloud that poisons and sickens.,7
Passwall,Conjuration,Form an earthen tunnel through a wall.,7
Personal Rain Cloud,Evocation,You conjure a 5-foot-wide rain cloud that follows the target wherever it goes.,7
Pillars of Sand,Conjuration,Create pillars of sand.,7
Pummeling Rubble,Evocation,Hurl a cone of rocks to batter creatures.,7
Quench,Abjuration,Put out fires and hurt fire creatures.,7
Ravening Maw,Necromancy,You evoke Zevgavizeb’s unceasing hunger and inflict it upon your target.,7
Resist Energy,Abjuration,Protect a creature from one type of energy damage.,7
Rusting Grasp,Transmutation,Rapidly rust metal.,7
Scintillating Safeguard,Abjuration,Reactively protect multiple creatures from harm with a magic barrier.,7
Searing Light,Evocation,A ray of burning light deals extra damage to undead and counteracts darkness.,7
Shatter,Evocation,Shatter an object with a high-frequency sonic attack.,7
Shattering Gem,Abjuration,A large gem floats around the target in an erratic pattern.,7
Shifting Sand,Transmutation,You cause the surface to heave.,7
Shocking Grasp,Evocation,Zap a creature with electricity.,7
Shockwave,Evocation,You create a wave of energy that ripples through the earth.,7
Snowball,Evocation,You throw a magically propelled and chilled ball of dense snow.,7
Spike Stones,Conjuration,Grow sharp spikes out of the ground.,7
Sudden Blight,Necromancy,Decay living creatures and plants.,7
Sudden Bolt,Evocation,You call down a small bolt of lightning on the target,7
Summon Animal,Conjuration,Conjure an animal to fight on your behalf.,7
Summon Elemental,Conjuration,Conjure an elemental to fight on your behalf.,7
Summon Fey,Conjuration,Conjure a fey to fight on your behalf.,7
Summon Giant,Conjuration,Conjure a giant to fight on your behalf.,7
Summon Plant or Fungus,Conjuration,Conjure a plant or fungus to fight on your behalf.,7
Tether,Abjuration,You use magical chains-- vines-- or other tethers to bind your target to you.,7
Transmute Rock and Mud,Transmutation,Turn an area of rock into mud or vice versa.,7
Verdant Sprout,Conjuration,You imbue a single ordinary-- inexpensive plant seed with primal energy and throw it onto a surface-- where it gradually sprouts into a Medium plant.,7
Vital Beacon,Necromancy,Radiate vitality that heals creatures that touch you.,7
Vomit Swarm,Evocation,Vermin erupt in a cone from your mouth-- biting and stinging creatures.,7
Wall of Fire,Evocation,Create a blazing wall burns creatures that pass through.,7
Wall of Ice,Evocation,Sculpt a foot-thick wall of ice that blocks sight and can chill creatures.,7
Wall of Stone,Conjuration,Shape a wall of stone.,7
Wall of Thorns,Conjuration,Grow a wall of brambles.,7
Weapon Storm,Evocation,Multiply a weapon you hold and attack many creatures with it.,7
All is One-- One is All,Necromancy,R You meld the targets' matter and life force into one and then-- in an instant-- sift them back out into their component selves.,8
Deluge,Evocation,You unleash a catastrophic downpour in the area that vanishes an instant later.,8
Earthquake,Evocation,Shake the ground with a devastating earthquake.,8
Horrid Wilting,Necromancy,Pull moisture from creatures-- damaging them.,8
Moment of Renewal,Necromancy,Give a day's recovery in an instant.,8
Monstrosity Form,Transmutation,Turn into a powerful monster.,8
Polar Ray,Evocation,Bitter cold damages and drains a creature.,8
Punishing Winds,Evocation,A cyclone inhibits fight and traps creatures.,8
Wind Walk,Transmutation,Turn creatures into swift-moving clouds.,8
Acid Arrow,Evocation,Magical arrow deals acid damage persistently.,8
Acidic Burst,Evocation,You create a shell of acid around yourself that immediately bursts outward.,8
Barkskin,Abjuration,Target's skin is covered in protective bark.,8
Blister,Necromancy,Grow large blisters on a creature and pop them to spray acid.,8
Burning Hands,Evocation,A small cone of flame rushes from your hands.,8
Chain Lightning,Evocation,Lightning jumps from creature to creature.,8
Chameleon Coat,Illusion,Camouflage creatures to match their environment.,8
Charm,Enchantment,A humanoid becomes more friendly to you.,8
Chilling Spray,Evocation,Icy shards fly out from you in a cone.,8
Cloudkill,Necromancy,Poison creatures in a cloud that moves away from you.,8
Cone of Cold,Evocation,Bitter cold damages creatures in a cone.,8
Continual Flame,Evocation,A magical flame burns indefinitely.,8
Control Sand,Evocation,Manipulate sand around you.,8
Crashing Wave,Evocation,Smash a cone of water against foes.,8
Create Food,Conjuration,Conjure food that can feed multiple creatures.,8
Curse of Lost Time,Transmutation,Artificially erode or age a target.,8
Dragon Form,Transmutation,Turn into a dragon.,8
Eclipse Burst,Necromancy,A globe of darkness deals cold damage-- hurts the living-- and overcomes light.,8
Enhance Victuals,Transmutation,Improve food or drink and remove poisons.,8
Expeditious Excavation,Transmutation,You remove loose dirt-- dust-- gravel-- sand-- and the like from the area.,8
Feast of Ashes,Necromancy,You curse the target with a hunger no food can sate.,8
Field of Life,Necromancy,Create a positive energy field that heals those within.,8
Final Sacrifice,Evocation,Channel energy to blow up your minion.,8
Finger of Death,Necromancy,Point at a creature to deal negative damage and possibly kill it instantly.,8
Fire Seeds,Evocation,Make four explosive acorns.,8
Fire Shield,Evocation,Flames protect you from cold and harm those that touch you.,8
Fireball,Evocation,An explosion of fire in an area burns creatures.,8
Flaming Sphere,Evocation,A ball of fire rolls about at your command.,8
Fungal Infestation,Conjuration,Plant poisonous fungal growths in a creature.,8
Grisly Growths,Transmutation,A creature grows excess limbs and organs-- sickening those who witness the transformation.,8
Halcyon Infusion,Divination,HR You infuse magical energy into your target-- opening up their mind to the pathways of magic and granting them the ability to use magic to affect the world around them.,8
Heal,Necromancy,Positive energy heals the living or harms the undead-- either a single creature or all in a burst.,8
Heat Metal,Evocation,Make metal red hot.,8
Hydraulic Push,Evocation,Damage and push a creature with a blast of water.,8
Hydraulic Torrent,Evocation,Force creatures back with a damaging line of water.,8
Ice Storm,Evocation,Call a storm cloud that pelts creatures with hail.,8
Impaling Spike,Conjuration,Skewer a creature with a cold iron spike.,8
Lightning Bolt,Evocation,Lightning strikes all creatures in a line.,8
Lightning Storm,Evocation,Create clouds and repeatedly call down lightning bolts.,8
Mask of Terror,Illusion,A creature’s fearsome illusory appearance frightens observers.,8
Noxious Vapors,Evocation,Form a toxic cloud that poisons and sickens.,8
Personal Rain Cloud,Evocation,You conjure a 5-foot-wide rain cloud that follows the target wherever it goes.,8
Pillars of Sand,Conjuration,Create pillars of sand.,8
Pummeling Rubble,Evocation,Hurl a cone of rocks to batter creatures.,8
Quench,Abjuration,Put out fires and hurt fire creatures.,8
Ravening Maw,Necromancy,You evoke Zevgavizeb’s unceasing hunger and inflict it upon your target.,8
Reflective Scales,Abjuration,You grow a set of colored glowing scales or scaled armor that stores energy before releasing it in a final burst.,8
Rime Slick,Evocation,You call down a chill wind.,8
Rusting Grasp,Transmutation,Rapidly rust metal.,8
Safe Passage,Abjuration,Make an area safe to move through.,8
Scintillating Safeguard,Abjuration,Reactively protect multiple creatures from harm with a magic barrier.,8
Searing Light,Evocation,A ray of burning light deals extra damage to undead and counteracts darkness.,8
Shatter,Evocation,Shatter an object with a high-frequency sonic attack.,8
Shattering Gem,Abjuration,A large gem floats around the target in an erratic pattern.,8
Shocking Grasp,Evocation,Zap a creature with electricity.,8
Shockwave,Evocation,You create a wave of energy that ripples through the earth.,8
Snowball,Evocation,You throw a magically propelled and chilled ball of dense snow.,8
Spike Stones,Conjuration,Grow sharp spikes out of the ground.,8
Stoneskin,Abjuration,Harden a creature's skin into durable stone.,8
Sudden Blight,Necromancy,Decay living creatures and plants.,8
Sudden Bolt,Evocation,You call down a small bolt of lightning on the target,8
Summon Animal,Conjuration,Conjure an animal to fight on your behalf.,8
Summon Elemental,Conjuration,Conjure an elemental to fight on your behalf.,8
Summon Fey,Conjuration,Conjure a fey to fight on your behalf.,8
Summon Giant,Conjuration,Conjure a giant to fight on your behalf.,8
Summon Plant or Fungus,Conjuration,Conjure a plant or fungus to fight on your behalf.,8
Sunburst,Evocation,A globe of sunlight deals fire damage-- hurts undead-- and overcomes darkness.,8
Tether,Abjuration,You use magical chains-- vines-- or other tethers to bind your target to you.,8
Tree Stride,Conjuration,Teleport from tree to tree.,8
Verdant Sprout,Conjuration,You imbue a single ordinary-- inexpensive plant seed with primal energy and throw it onto a surface-- where it gradually sprouts into a Medium plant.,8
Vital Beacon,Necromancy,Radiate vitality that heals creatures that touch you.,8
Volcanic Eruption,Evocation,Cause massive lava sprays that burn creatures and encase them in rock.,8
Vomit Swarm,Evocation,Vermin erupt in a cone from your mouth-- biting and stinging creatures.,8
Wall of Fire,Evocation,Create a blazing wall burns creatures that pass through.,8
Wall of Thorns,Conjuration,Grow a wall of brambles.,8
Weapon Storm,Evocation,Multiply a weapon you hold and attack many creatures with it.,8
Disjunction,Abjuration,Deactivate or destroy a magic item.,9
Implosion,Evocation,Make a creature collapse in on itself.,9
Massacre,Necromancy,Instantly kill multiple creatures.,9
Meteor Swarm,Evocation,Call down four blazing meteors that explode.,9
Nature's Enmity,Enchantment,Turn animals-- plants-- and weather against creatures of your choice.,9
Shapechange,Transmutation,Transform into a form of your choice repeatedly.,9
Storm of Vengeance,Evocation,Create a massive-- dangerous storm.,9
Upheaval,Conjuration,The ground in the area shudders and crumbles as huge pillars of stone erupt into the air-- rending the terrain around them.,9
Acid Storm,Evocation,You evoke a storm of acid rain that pelts the area for the spell’s duration.,9
Acidic Burst,Evocation,You create a shell of acid around yourself that immediately bursts outward.,9
Banishment,Abjuration,Send a creature back to its home plane.,9
Blister,Necromancy,Grow large blisters on a creature and pop them to spray acid.,9
Burning Hands,Evocation,A small cone of flame rushes from your hands.,9
Chain Lightning,Evocation,Lightning jumps from creature to creature.,9
Chilling Spray,Evocation,Icy shards fly out from you in a cone.,9
Cloudkill,Necromancy,Poison creatures in a cloud that moves away from you.,9
Cone of Cold,Evocation,Bitter cold damages creatures in a cone.,9
Continual Flame,Evocation,A magical flame burns indefinitely.,9
Control Sand,Evocation,Manipulate sand around you.,9
Crashing Wave,Evocation,Smash a cone of water against foes.,9
Cup of Dust,Necromancy,You curse the target with a thirst no drink can quench.,9
Curse of Lost Time,Transmutation,Artificially erode or age a target.,9
Deluge,Evocation,You unleash a catastrophic downpour in the area that vanishes an instant later.,9
Eclipse Burst,Necromancy,A globe of darkness deals cold damage-- hurts the living-- and overcomes light.,9
Energy Aegis,Abjuration,A creature gains resistance to acid-- cold-- electricity-- fire-- force-- and sonic.,9
Enhance Victuals,Transmutation,Improve food or drink and remove poisons.,9
Feast of Ashes,Necromancy,You curse the target with a hunger no food can sate.,9
Field of Life,Necromancy,Create a positive energy field that heals those within.,9
Fiery Body,Transmutation,Turn your body into living flame.,9
Final Sacrifice,Evocation,Channel energy to blow up your minion.,9
Finger of Death,Necromancy,Point at a creature to deal negative damage and possibly kill it instantly.,9
Fire Seeds,Evocation,Make four explosive acorns.,9
Fireball,Evocation,An explosion of fire in an area burns creatures.,9
Flaming Sphere,Evocation,A ball of fire rolls about at your command.,9
Grisly Growths,Transmutation,A creature grows excess limbs and organs-- sickening those who witness the transformation.,9
Heal,Necromancy,Positive energy heals the living or harms the undead-- either a single creature or all in a burst.,9
Heat Metal,Evocation,Make metal red hot.,9
Horrid Wilting,Necromancy,Pull moisture from creatures-- damaging them.,9
Hydraulic Push,Evocation,Damage and push a creature with a blast of water.,9
Hydraulic Torrent,Evocation,Force creatures back with a damaging line of water.,9
Impaling Spike,Conjuration,Skewer a creature with a cold iron spike.,9
Lightning Bolt,Evocation,Lightning strikes all creatures in a line.,9
Lightning Storm,Evocation,Create clouds and repeatedly call down lightning bolts.,9
Monstrosity Form,Transmutation,Turn into a powerful monster.,9
Noxious Vapors,Evocation,Form a toxic cloud that poisons and sickens.,9
Personal Rain Cloud,Evocation,You conjure a 5-foot-wide rain cloud that follows the target wherever it goes.,9
Pillars of Sand,Conjuration,Create pillars of sand.,9
Polar Ray,Evocation,Bitter cold damages and drains a creature.,9
Pummeling Rubble,Evocation,Hurl a cone of rocks to batter creatures.,9
Quench,Abjuration,Put out fires and hurt fire creatures.,9
Ravening Maw,Necromancy,You evoke Zevgavizeb’s unceasing hunger and inflict it upon your target.,9
Regenerate,Necromancy,Cause a creature to heal over time-- regrow organs-- and reattach body parts.,9
Rusting Grasp,Transmutation,Rapidly rust metal.,9
Scintillating Safeguard,Abjuration,Reactively protect multiple creatures from harm with a magic barrier.,9
Searing Light,Evocation,A ray of burning light deals extra damage to undead and counteracts darkness.,9
Shatter,Evocation,Shatter an object with a high-frequency sonic attack.,9
Shattering Gem,Abjuration,A large gem floats around the target in an erratic pattern.,9
Shifting Sand,Transmutation,You cause the surface to heave.,9
Shocking Grasp,Evocation,Zap a creature with electricity.,9
Shockwave,Evocation,You create a wave of energy that ripples through the earth.,9
Snowball,Evocation,You throw a magically propelled and chilled ball of dense snow.,9
Spike Stones,Conjuration,Grow sharp spikes out of the ground.,9
Sudden Blight,Necromancy,Decay living creatures and plants.,9
Sudden Bolt,Evocation,You call down a small bolt of lightning on the target,9
Summon Animal,Conjuration,Conjure an animal to fight on your behalf.,9
Summon Elemental,Conjuration,Conjure an elemental to fight on your behalf.,9
Summon Fey,Conjuration,Conjure a fey to fight on your behalf.,9
Summon Giant,Conjuration,Conjure a giant to fight on your behalf.,9
Summon Plant or Fungus,Conjuration,Conjure a plant or fungus to fight on your behalf.,9
Sunburst,Evocation,A globe of sunlight deals fire damage-- hurts undead-- and overcomes darkness.,9
Tether,Abjuration,You use magical chains-- vines-- or other tethers to bind your target to you.,9
Transmute Rock and Mud,Transmutation,Turn an area of rock into mud or vice versa.,9
Tree Stride,Conjuration,Teleport from tree to tree.,9
Unfettered Pack,Abjuration,Let creatures avoid environmental hindrances.,9
Verdant Sprout,Conjuration,You imbue a single ordinary-- inexpensive plant seed with primal energy and throw it onto a surface-- where it gradually sprouts into a Medium plant.,9
Vital Beacon,Necromancy,Radiate vitality that heals creatures that touch you.,9
Volcanic Eruption,Evocation,Cause massive lava sprays that burn creatures and encase them in rock.,9
Vomit Swarm,Evocation,Vermin erupt in a cone from your mouth-- biting and stinging creatures.,9
Wall of Fire,Evocation,Create a blazing wall burns creatures that pass through.,9
Wall of Ice,Evocation,Sculpt a foot-thick wall of ice that blocks sight and can chill creatures.,9
Wall of Stone,Conjuration,Shape a wall of stone.,9
Wall of Thorns,Conjuration,Grow a wall of brambles.,9
Weapon Storm,Evocation,Multiply a weapon you hold and attack many creatures with it.,9
