Name,School,Description,Level
Safe Passage,Abjuration,Make an area safe to move through.,5
See Invisibility,Divination,See invisible creatures and objects.,5
Share Lore,Divination,You share your knowledge with the touched creatures.,5
Shattering Gem,Abjuration,A large gem floats around the target in an erratic pattern.,5
Shifting Sand,Transmutation,You cause the surface to heave.,5
Shocking Grasp,Evocation,Zap a creature with electricity.,5
Shockwave,Evocation,You create a wave of energy that ripples through the earth.,5
Snowball,Evocation,You throw a magically propelled and chilled ball of dense snow.,5
Spider Climb,Transmutation,Give a creature a climb Speed.,5
Sudden Bolt,Evocation,You call down a small bolt of lightning on the target,5
Summon Animal,Conjuration,Conjure an animal to fight on your behalf.,5
Summon Construct,Conjuration,Conjure a construct to fight on your behalf.,5
Summon Elemental,Conjuration,Conjure an elemental to fight on your behalf.,5
Tether,Abjuration,You use magical chains-- vines-- or other tethers to bind your target to you.,5
Thoughtful Gift,Conjuration,Teleport an item to an ally's grasp.,5
Vampiric Maiden,Necromancy,A ghostly iron maiden harms a creature and transfers its vitality to you.,5
Vampiric Touch,Necromancy,Deal negative damage and gain temporary HP with a touch.,5
Veil,Illusion,Disguise many creatures as other creatures.,5
Vomit Swarm,Evocation,Vermin erupt in a cone from your mouth-- biting and stinging creatures.,5
Wall of Fire,Evocation,Create a blazing wall burns creatures that pass through.,5
Weapon Storm,Evocation,Multiply a weapon you hold and attack many creatures with it.,5
Baleful Polymorph,Transmutation, Transform a creature into a harmless animal.,6
Chain Lightning,Evocation,Lightning jumps from creature to creature.,6
Collective Transposition,Conjuration,Teleport up to two creatures to new positions near you.,6
Disintegrate,Evocation,Reduce a creature or object to dust.,6
Dominate,Enchantment,humanoid must obey your orders.,6
Dragon Form,Transmutation,Turn into a dragon.,6
Feeblemind,Enchantment, Stupefy a creature permanently.,6
Flesh to Stone,Transmutation, Turn a living creature into a stone statue.,6
Halcyon Infusion,Divination,You infuse magical energy into your target-- opening up their mind to the pathways of magic and granting them the ability to use magic to affect the world around them.,6
Mislead,Illusion, Turn invisible and create a duplicate of yourself who acts like you.,6
Phantasmal Calamity,Illusion,Damage a creature mentally with visions of an apocalypse.,6
Purple Worm Sting,Necromancy, Damage a creature and infect it with purple worm venom.,6
Repulsion,Abjuration, Prevent creatures from approaching you.,6
Scrying,Divination,Spy on a creature.,6
Spellwrack,Abjuration, Curse a creature to be harmed when a spell is cast on it and lower the duration of its spells.,6
Teleport,Conjuration,HTransport you and willing creatures a great distance.,6
True Seeing,Divination, See through illusions and transmutations.,6
Vampiric Exsanguination,Necromancy,Draw blood and life force from creatures in a cone.,6
Vibrant Pattern,Illusion, Make a pattern of lights that dazzles and blinds.,6
Wall of Force,Evocation,Create an invisible and durable wall of magical force.,6
Acid Arrow,Evocation,Magical arrow deals acid damage persistently.,6
Acidic Burst,Evocation,You create a shell of acid around yourself that immediately bursts outward.,6
Admonishing Ray,Necromancy,A ray of energy bludgeons your target into submission without causing lasting harm.,6
Aerial Form,Transmutation,Turn into a flying combatant.,6
Agitate,Enchantment,You send the target’s mind and body into overdrive-- forcing it to become restless and hyperactive.,6
Agonizing Despair,Enchantment,Mentally damage and frighten a creature.,6
Animate Dead,Necromancy,Animate an undead creature to fight on your behalf.,6
Animated Assault,Evocation,Temporarily animate small objects to attack creatures in an area.,6
Aromatic Lure,Enchantment,You override a target's olfactory senses-- luring them to a specific location through tantalizing false scents.,6
Blink,Conjuration,Flit between the planes-- vanishing and reappearing.,6
Blister,Necromancy,Grow large blisters on a creature and pop them to spray acid.,6
Blood Feast,Necromancy,Your head splits vertically into an enormous maw-- which feasts upon the target's blood.,6
Blood Vendetta,Necromancy,Cause a creature that attacks you to start bleeding.,6
Burning Hands,Evocation,A small cone of flame rushes from your hands.,6
Chilling Spray,Evocation,Icy shards fly out from you in a cone.,6
Cloudkill,Necromancy,Poison creatures in a cloud that moves away from you.,6
Cone of Cold,Evocation,Bitter cold damages creatures in a cone.,6
Continual Flame,Evocation,A magical flame burns indefinitely.,6
Crashing Wave,Evocation,Smash a cone of water against foes.,6
Create Food,Conjuration,Conjure food that can feed multiple creatures.,6
Cup of Dust,Necromancy,You curse the target with a thirst no drink can quench.,6
Curse of Lost Time,Transmutation,Artificially erode or age a target.,6
Detect Scrying,Divination,HFind out if scrying effects are in the area.,6
Dismantle,Transmutation,Temporarily disassemble an object into its components.,6
Elemental Form,Transmutation,Turn into an elemental.,6
Endure,Enchantment,You invigorate the touched creature’s mind and urge it to press on.,6
Enervation,Necromancy,Drain a creature's vigor.,6
Enlarge,Transmutation,A creature grows in size.,6
Expeditious Excavation,Transmutation,You remove loose dirt-- dust-- gravel-- sand-- and the like from the area.,6
False Life,Necromancy,Gain temporary HP.,6
Feast of Ashes,Necromancy,You curse the target with a hunger no food can sate.,6
Feet to Fins,Transmutation,Turn a creature's feet into fins-- enabling it swim but slowing it on land.,6
Final Sacrifice,Evocation,Channel energy to blow up your minion.,6
Fire Shield,Evocation,Flames protect you from cold and harm those that touch you.,6
Fireball,Evocation,An explosion of fire in an area burns creatures.,6
Flaming Sphere,Evocation,A ball of fire rolls about at your command.,6
Forgotten Lines,Divination,HRS Restore destroyed or censored text.,6
Grim Tendrils,Necromancy,Creatures in a line take negative damage and bleed.,6
Grisly Growths,Transmutation,A creature grows excess limbs and organs-- sickening those who witness the transformation.,6
Hallucination,Illusion,A creature believes one thing is another-- can’t detect something-- or sees something that’s not really there.,6
Heat Metal,Evocation,Make metal red hot.,6
Hydraulic Push,Evocation,Damage and push a creature with a blast of water.,6
Ice Storm,Evocation,Call a storm cloud that pelts creatures with hail.,6
Illusory Creature,Illusion,Form a convincing illusion of a creature.,6
Illusory Scene,Illusion,Create an imaginary scene containing multiple creatures and objects.,6
Impaling Spike,Conjuration,Skewer a creature with a cold iron spike.,6
Lightning Bolt,Evocation,Lightning strikes all creatures in a line.,6
Mage Armor,Abjuration,Ward yourself with magical armor.,6
Necrotic Radiation,Necromancy,You imbue the touched object or space with slow-acting necrotic radiation.,6
Noxious Vapors,Evocation,Form a toxic cloud that poisons and sickens.,6
Personal Rain Cloud,Evocation,You conjure a 5-foot-wide rain cloud that follows the target wherever it goes.,6
Phantasmal Killer,Illusion,Place a fearsome image in a creature's mind to scare and possibly kill it.,6
Phantom Steed,Conjuration,Conjure a magical horse.,6
Pillars of Sand,Conjuration,Create pillars of sand.,6
Pummeling Rubble,Evocation,Hurl a cone of rocks to batter creatures.,6
Rebounding Barrier,Abjuration,You swiftly raise a reflective barrier-- reducing physical damage and rebounding it onto your attacker.,6
Reflective Scales,Abjuration,You grow a set of colored glowing scales or scaled armor that stores energy before releasing it in a final burst.,6
Scouring Sand,Evocation,You blast the area with grit that scours away soil and gets into creatures’ eyes.,6
Seal Fate,Necromancy,Curse a creature to be harmed by a certain type of damage.,6
Shattering Gem,Abjuration,A large gem floats around the target in an erratic pattern.,6
Shocking Grasp,Evocation,Zap a creature with electricity.,6
Shockwave,Evocation,You create a wave of energy that ripples through the earth.,6
Shrink,Transmutation,Reduce a willing creature to Tiny size.,6
Slow,Transmutation,Make a creature slower-- reducing its actions.,6
Snowball,Evocation,You throw a magically propelled and chilled ball of dense snow.,6
Stoneskin,Abjuration,Harden a creature's skin into durable stone.,6
Sudden Bolt,Evocation,You call down a small bolt of lightning on the target,6
Summon Animal,Conjuration,Conjure an animal to fight on your behalf.,6
Summon Construct,Conjuration,Conjure a construct to fight on your behalf.,6
Summon Dragon,Conjuration,Conjure a dragon to fight on your behalf.,6
Summon Elemental,Conjuration,Conjure an elemental to fight on your behalf.,6
Telepathy,Divination,Communicate telepathically with any creatures near you.,6
Tether,Abjuration,You use magical chains-- vines-- or other tethers to bind your target to you.,6
Vampiric Maiden,Necromancy,A ghostly iron maiden harms a creature and transfers its vitality to you.,6
Vampiric Touch,Necromancy,Deal negative damage and gain temporary HP with a touch.,6
Vomit Swarm,Evocation,Vermin erupt in a cone from your mouth-- biting and stinging creatures.,6
Wall of Fire,Evocation,Create a blazing wall burns creatures that pass through.,6
Weapon Storm,Evocation,Multiply a weapon you hold and attack many creatures with it.,6
Blightburn Blast,Evocation,SInflict a creature with blightburn sickness.,7
Contingency,Abjuration,Set up a spell to trigger later under your choice of circumstances.,7
Control Sand,Evocation,Manipulate sand around you.,7
Dimensional Lock,Abjuration,Prevent teleportation and planar travel.,7
Duplicate Foe,Conjuration,Create a temporary duplicate of an enemy that fights for you.,7
Eclipse Burst,Necromancy,A globe of darkness deals cold damage-- hurts the living-- and overcomes light.,7
Energy Aegis,Abjuration,A creature gains resistance to acid-- cold-- electricity-- fire-- force-- and sonic.,7
Entrancing Eyes,Enchantment,SYour eyes glow with an entrancing radiance that captivates those who meet your gaze.,7
Fiery Body,Transmutation,Turn your body into living flame.,7
Force Cage,Evocation, Form a prison of pure magical force.,7
Magnificent Mansion,Conjuration,Conjure a secure dwelling in a demiplane.,7
Mask of Terror,Illusion,A creature’s fearsome illusory appearance frightens observers.,7
Maze of Locked Doors,Conjuration,SThe target of your spell is drawn into a long-- twisting-- extradimensional hallway.,7
Plane Shift,Conjuration,Transport creatures to another plane of existence.,7
Power Word Blind,Enchantment,HUtter a word that blinds a creature.,7
Prismatic Spray,Evocation, Shoot rainbow beams that have various effects on creatures in a cone.,7
Project Image,Illusion,Make an illusion of yourself you can cast spells through.,7
Reverse Gravity,Evocation,Flip the gravitational pull in an area.,7
Spell Turning,Abjuration,Reflect spells back at their caster.,7
PFS LimitedTime Beacon,Divination, You create a beacon in time-- intending to return to it if things go wrong.,7
True Target,Divination, Make multiple attacks against a creature especially accurate.,7
Warp Mind,Enchantment, Confuse a creature-- possibly permanently.,7
Acid Storm,Evocation,You evoke a storm of acid rain that pelts the area for the spell’s duration.,7
Acidic Burst,Evocation,You create a shell of acid around yourself that immediately bursts outward.,7
Admonishing Ray,Necromancy,A ray of energy bludgeons your target into submission without causing lasting harm.,7
Agitate,Enchantment,You send the target’s mind and body into overdrive-- forcing it to become restless and hyperactive.,7
Agonizing Despair,Enchantment,Mentally damage and frighten a creature.,7
Animate Dead,Necromancy,Animate an undead creature to fight on your behalf.,7
Animate Rope,Transmutation,Command a rope to move and tie as you wish.,7
Anticipate Peril,Divination,You grant the target brief foresight.,7
Blister,Necromancy,Grow large blisters on a creature and pop them to spray acid.,7
Blood Feast,Necromancy,Your head splits vertically into an enormous maw-- which feasts upon the target's blood.,7
Burning Hands,Evocation,A small cone of flame rushes from your hands.,7
Chain Lightning,Evocation,Lightning jumps from creature to creature.,7
Chilling Spray,Evocation,Icy shards fly out from you in a cone.,7
Chromatic Wall,Abjuration,A wall of light offers a unique protection based on its color.,7
Cloudkill,Necromancy,Poison creatures in a cloud that moves away from you.,7
Collective Transposition,Conjuration,Teleport up to two creatures to new positions near you.,7
Cone of Cold,Evocation,Bitter cold damages creatures in a cone.,7
Continual Flame,Evocation,A magical flame burns indefinitely.,7
Crashing Wave,Evocation,Smash a cone of water against foes.,7
Crushing Despair,Enchantment,Make a creature sob uncontrollably.,7
Curse of Lost Time,Transmutation,Artificially erode or age a target.,7
Disintegrate,Evocation,Reduce a creature or object to dust.,7
Drop Dead,Illusion,HThe target appears to die but actually turns invisible.,7
Elemental Form,Transmutation,Turn into an elemental.,7
Endure,Enchantment,You invigorate the touched creature’s mind and urge it to press on.,7
False Life,Necromancy,Gain temporary HP.,7
Feast of Ashes,Necromancy,You curse the target with a hunger no food can sate.,7
Final Sacrifice,Evocation,Channel energy to blow up your minion.,7
Fireball,Evocation,An explosion of fire in an area burns creatures.,7
Flaming Sphere,Evocation,A ball of fire rolls about at your command.,7
Fly,Transmutation,Cause the target creature to gain a fly Speed.,7
Grim Tendrils,Necromancy,Creatures in a line take negative damage and bleed.,7
Grisly Growths,Transmutation,A creature grows excess limbs and organs-- sickening those who witness the transformation.,7
Haste,Transmutation,Speed up a creature so it can attack or move more often.,7
Heat Metal,Evocation,Make metal red hot.,7
Hydraulic Push,Evocation,Damage and push a creature with a blast of water.,7
Illusory Creature,Illusion,Form a convincing illusion of a creature.,7
Impaling Spike,Conjuration,Skewer a creature with a cold iron spike.,7
Invisible Item,Illusion,Make an item disappear from view.,7
Lightning Bolt,Evocation,Lightning strikes all creatures in a line.,7
Magic Missile,Evocation,Pelt creatures with unerring bolts of magical force.,7
Noxious Vapors,Evocation,Form a toxic cloud that poisons and sickens.,7
Paralyze,Enchantment,Freeze a humanoid in place.,7
Passwall,Conjuration,HForm an earthen tunnel through a wall.,7
Personal Rain Cloud,Evocation,You conjure a 5-foot-wide rain cloud that follows the target wherever it goes.,7
Phantasmal Calamity,Illusion,Damage a creature mentally with visions of an apocalypse.,7
Phantasmal Killer,Illusion,Place a fearsome image in a creature's mind to scare and possibly kill it.,7
Pillars of Sand,Conjuration,Create pillars of sand.,7
Pummeling Rubble,Evocation,Hurl a cone of rocks to batter creatures.,7
Rebounding Barrier,Abjuration,You swiftly raise a reflective barrier-- reducing physical damage and rebounding it onto your attacker.,7
Resist Energy,Abjuration,Protect a creature from one type of energy damage.,7
Shattering Gem,Abjuration,A large gem floats around the target in an erratic pattern.,7
Shifting Sand,Transmutation,You cause the surface to heave.,7
Shocking Grasp,Evocation,Zap a creature with electricity.,7
Shockwave,Evocation,You create a wave of energy that ripples through the earth.,7
Snowball,Evocation,You throw a magically propelled and chilled ball of dense snow.,7
Sudden Bolt,Evocation,You call down a small bolt of lightning on the target,7
Summon Animal,Conjuration,Conjure an animal to fight on your behalf.,7
Summon Construct,Conjuration,Conjure a construct to fight on your behalf.,7
Summon Dragon,Conjuration,Conjure a dragon to fight on your behalf.,7
Summon Elemental,Conjuration,Conjure an elemental to fight on your behalf.,7
Teleport,Conjuration,HTransport you and willing creatures a great distance.,7
Tether,Abjuration,You use magical chains-- vines-- or other tethers to bind your target to you.,7
Tongues,Divination,HLet a creature understand and speak all languages.,7
Transmute Rock and Mud,Transmutation,Turn an area of rock into mud or vice versa.,7
Vampiric Exsanguination,Necromancy,Draw blood and life force from creatures in a cone.,7
Vampiric Maiden,Necromancy,A ghostly iron maiden harms a creature and transfers its vitality to you.,7
Vampiric Touch,Necromancy,Deal negative damage and gain temporary HP with a touch.,7
Veil,Illusion,Disguise many creatures as other creatures.,7
Vomit Swarm,Evocation,Vermin erupt in a cone from your mouth-- biting and stinging creatures.,7
Wall of Fire,Evocation,Create a blazing wall burns creatures that pass through.,7
Wall of Ice,Evocation,Sculpt a foot-thick wall of ice that blocks sight and can chill creatures.,7
Wall of Stone,Conjuration,Shape a wall of stone.,7
Weapon Storm,Evocation,Multiply a weapon you hold and attack many creatures with it.,7
All is One-- One is All,Necromancy,You meld the targets' matter and life force into one and then-- in an instant-- sift them back out into their component selves.,8
Antimagic Field,Abjuration,Magic doesn't function in an area around you.,8
Deluge,Evocation,You unleash a catastrophic downpour in the area that vanishes an instant later.,8
Disappearance,Illusion, Make a creature invisible-- silent-- and undetectable by any and all senses.,8
Discern Location,Divination,Discover a target's exact location within unlimited range.,8
Dream Council,Illusion, Communicate through a shared dream.,8
Earthquake,Evocation,Shake the ground with a devastating earthquake.,8
Horrid Wilting,Necromancy,Pull moisture from creatures-- damaging them.,8
Maze,Conjuration, Trap a creature in an extradimensional maze.,8
Mind Blank,Abjuration,Protect a creature from mental magic and some divinations.,8
Monstrosity Form,Transmutation,Turn into a powerful monster.,8
Polar Ray,Evocation,Bitter cold damages and drains a creature.,8
Power Word Stun,Enchantment,HUtter a word that stuns a creature.,8
Prismatic Wall,Abjuration, Form a protective wall with seven chromatic layers.,8
Prying Survey,Divination,You create eight invisible-- floating eyes-- each about 3 inches in diameter-- that scan the area around you-- transmitting rough impressions of the environment.,8
Scintillating Pattern,Illusion, Cause an array of color that dazzles-- confuses-- and stuns.,8
Uncontrollable Dance,Enchantment, Overcome a target with an all-consuming urge to dance.,8
Undermine Reality,Illusion,SYou lash a target with tendrils of shadow that steal some of its substance-- making it quasi-real.,8
Unrelenting Observation,Divination, You and other creatures use scrying to track a subject exactly.,8
Acid Arrow,Evocation,Magical arrow deals acid damage persistently.,8
Acidic Burst,Evocation,You create a shell of acid around yourself that immediately bursts outward.,8
Admonishing Ray,Necromancy,A ray of energy bludgeons your target into submission without causing lasting harm.,8
Agitate,Enchantment,You send the target’s mind and body into overdrive-- forcing it to become restless and hyperactive.,8
Agonizing Despair,Enchantment,Mentally damage and frighten a creature.,8
Animate Dead,Necromancy,Animate an undead creature to fight on your behalf.,8
Animated Assault,Evocation,Temporarily animate small objects to attack creatures in an area.,8
Aromatic Lure,Enchantment,You override a target's olfactory senses-- luring them to a specific location through tantalizing false scents.,8
Blink,Conjuration,Flit between the planes-- vanishing and reappearing.,8
Blister,Necromancy,Grow large blisters on a creature and pop them to spray acid.,8
Blood Feast,Necromancy,Your head splits vertically into an enormous maw-- which feasts upon the target's blood.,8
Blood Vendetta,Necromancy,Cause a creature that attacks you to start bleeding.,8
Burning Hands,Evocation,A small cone of flame rushes from your hands.,8
Chain Lightning,Evocation,Lightning jumps from creature to creature.,8
Charm,Enchantment,A humanoid becomes more friendly to you.,8
Chilling Spray,Evocation,Icy shards fly out from you in a cone.,8
Cloudkill,Necromancy,Poison creatures in a cloud that moves away from you.,8
Collective Transposition,Conjuration,Teleport up to two creatures to new positions near you.,8
Cone of Cold,Evocation,Bitter cold damages creatures in a cone.,8
Confusion,Enchantment,Befuddle a creature-- making it act randomly.,8
Contingency,Abjuration,Set up a spell to trigger later under your choice of circumstances.,8
Continual Flame,Evocation,A magical flame burns indefinitely.,8
Control Sand,Evocation,Manipulate sand around you.,8
Crashing Wave,Evocation,Smash a cone of water against foes.,8
Create Food,Conjuration,Conjure food that can feed multiple creatures.,8
Curse of Lost Time,Transmutation,Artificially erode or age a target.,8
Disintegrate,Evocation,Reduce a creature or object to dust.,8
Dragon Form,Transmutation,Turn into a dragon.,8
Duplicate Foe,Conjuration,Create a temporary duplicate of an enemy that fights for you.,8
Eclipse Burst,Necromancy,A globe of darkness deals cold damage-- hurts the living-- and overcomes light.,8
Endure,Enchantment,You invigorate the touched creature’s mind and urge it to press on.,8
Enervation,Necromancy,Drain a creature's vigor.,8
Expeditious Excavation,Transmutation,You remove loose dirt-- dust-- gravel-- sand-- and the like from the area.,8
False Life,Necromancy,Gain temporary HP.,8
Favorable Review,Enchantment,You enchant a creature to ensure they have only good things to say about your show.,8
Feast of Ashes,Necromancy,You curse the target with a hunger no food can sate.,8
Final Sacrifice,Evocation,Channel energy to blow up your minion.,8
Fire Shield,Evocation,Flames protect you from cold and harm those that touch you.,8
Fireball,Evocation,An explosion of fire in an area burns creatures.,8
Flaming Sphere,Evocation,A ball of fire rolls about at your command.,8
Grim Tendrils,Necromancy,Creatures in a line take negative damage and bleed.,8
Grisly Growths,Transmutation,A creature grows excess limbs and organs-- sickening those who witness the transformation.,8
Halcyon Infusion,Divination,You infuse magical energy into your target-- opening up their mind to the pathways of magic and granting them the ability to use magic to affect the world around them.,8
Hallucination,Illusion,A creature believes one thing is another-- can’t detect something-- or sees something that’s not really there.,8
Heat Metal,Evocation,Make metal red hot.,8
Hydraulic Push,Evocation,Damage and push a creature with a blast of water.,8
Ice Storm,Evocation,Call a storm cloud that pelts creatures with hail.,8
Illusory Creature,Illusion,Form a convincing illusion of a creature.,8
Illusory Scene,Illusion,Create an imaginary scene containing multiple creatures and objects.,8
Impaling Spike,Conjuration,Skewer a creature with a cold iron spike.,8
Lightning Bolt,Evocation,Lightning strikes all creatures in a line.,8
Mage Armor,Abjuration,Ward yourself with magical armor.,8
Mask of Terror,Illusion,A creature’s fearsome illusory appearance frightens observers.,8
Necrotic Radiation,Necromancy,You imbue the touched object or space with slow-acting necrotic radiation.,8
Noxious Vapors,Evocation,Form a toxic cloud that poisons and sickens.,8
Personal Rain Cloud,Evocation,You conjure a 5-foot-wide rain cloud that follows the target wherever it goes.,8
Phantasmal Calamity,Illusion,Damage a creature mentally with visions of an apocalypse.,8
Phantasmal Killer,Illusion,Place a fearsome image in a creature's mind to scare and possibly kill it.,8
Pillars of Sand,Conjuration,Create pillars of sand.,8
Power Word Blind,Enchantment,HUtter a word that blinds a creature.,8
Pummeling Rubble,Evocation,Hurl a cone of rocks to batter creatures.,8
Rebounding Barrier,Abjuration,You swiftly raise a reflective barrier-- reducing physical damage and rebounding it onto your attacker.,8
Reflective Scales,Abjuration,You grow a set of colored glowing scales or scaled armor that stores energy before releasing it in a final burst.,8
Rime Slick,Evocation,You call down a chill wind.,8
Safe Passage,Abjuration,Make an area safe to move through.,8
Seal Fate,Necromancy,Curse a creature to be harmed by a certain type of damage.,8
Shattering Gem,Abjuration,A large gem floats around the target in an erratic pattern.,8
Shocking Grasp,Evocation,Zap a creature with electricity.,8
Shockwave,Evocation,You create a wave of energy that ripples through the earth.,8
Snowball,Evocation,You throw a magically propelled and chilled ball of dense snow.,8
Stoneskin,Abjuration,Harden a creature's skin into durable stone.,8
Sudden Bolt,Evocation,You call down a small bolt of lightning on the target,8
Suggestion,Enchantment,Suggest a course of action a creature must follow.,8
Summon Animal,Conjuration,Conjure an animal to fight on your behalf.,8
Summon Construct,Conjuration,Conjure a construct to fight on your behalf.,8
Summon Dragon,Conjuration,Conjure a dragon to fight on your behalf.,8
Summon Elemental,Conjuration,Conjure an elemental to fight on your behalf.,8
Teleport,Conjuration,HTransport you and willing creatures a great distance.,8
Tether,Abjuration,You use magical chains-- vines-- or other tethers to bind your target to you.,8
Vampiric Exsanguination,Necromancy,Draw blood and life force from creatures in a cone.,8
Vampiric Maiden,Necromancy,A ghostly iron maiden harms a creature and transfers its vitality to you.,8
Vampiric Touch,Necromancy,Deal negative damage and gain temporary HP with a touch.,8
Vomit Swarm,Evocation,Vermin erupt in a cone from your mouth-- biting and stinging creatures.,8
Wall of Fire,Evocation,Create a blazing wall burns creatures that pass through.,8
Wall of Force,Evocation,Create an invisible and durable wall of magical force.,8
Weapon Storm,Evocation,Multiply a weapon you hold and attack many creatures with it.,8
Astral Labyrinth,Abjuration,You connect the entire area with an invisible maze of astral energy that interferes with dimensional and mental magic.,9
Disjunction,Abjuration,Deactivate or destroy a magic item.,9
Foresight,Divination, Sense when a creature is in danger and React to protect it with good fortune.,9
Implosion,Evocation,Make a creature collapse in on itself.,9
Massacre,Necromancy,Instantly kill multiple creatures.,9
Meteor Swarm,Evocation,Call down four blazing meteors that explode.,9
Power Word Kill,Enchantment,HUtter a word that slays a creature.,9
Prismatic Sphere,Abjuration, Form a protective sphere composed of seven chromatic layers.,9
Resplendent Mansion,Conjuration, Conjure a mansion that lasts for a day.,9
Shapechange,Transmutation, Transform into a form of your choice repeatedly.,9
Telepathic Demand,Enchantment, Send a mental message that impels a creature toward a course of action.,9
Upheaval,Conjuration,SThe ground in the area shudders and crumbles as huge pillars of stone erupt into the air-- rending the terrain around them.,9
Weird,Illusion, Frighten-- deal mental damage-- and possibly kill large numbers of creatures.,9
Acid Storm,Evocation,You evoke a storm of acid rain that pelts the area for the spell’s duration.,9
Acidic Burst,Evocation,You create a shell of acid around yourself that immediately bursts outward.,9
Admonishing Ray,Necromancy,A ray of energy bludgeons your target into submission without causing lasting harm.,9
Agitate,Enchantment,You send the target’s mind and body into overdrive-- forcing it to become restless and hyperactive.,9
Agonizing Despair,Enchantment,Mentally damage and frighten a creature.,9
Animate Dead,Necromancy,Animate an undead creature to fight on your behalf.,9
Animate Rope,Transmutation,Command a rope to move and tie as you wish.,9
Anticipate Peril,Divination,You grant the target brief foresight.,9
Banishment,Abjuration,Send a creature back to its home plane.,9
Blister,Necromancy,Grow large blisters on a creature and pop them to spray acid.,9
Blood Feast,Necromancy,Your head splits vertically into an enormous maw-- which feasts upon the target's blood.,9
Burning Hands,Evocation,A small cone of flame rushes from your hands.,9
Chain Lightning,Evocation,Lightning jumps from creature to creature.,9
Chilling Spray,Evocation,Icy shards fly out from you in a cone.,9
Cloudkill,Necromancy,Poison creatures in a cloud that moves away from you.,9
Collective Transposition,Conjuration,Teleport up to two creatures to new positions near you.,9
Cone of Cold,Evocation,Bitter cold damages creatures in a cone.,9
Contingency,Abjuration,Set up a spell to trigger later under your choice of circumstances.,9
Continual Flame,Evocation,A magical flame burns indefinitely.,9
Control Sand,Evocation,Manipulate sand around you.,9
Crashing Wave,Evocation,Smash a cone of water against foes.,9
Cup of Dust,Necromancy,You curse the target with a thirst no drink can quench.,9
Curse of Lost Time,Transmutation,Artificially erode or age a target.,9
Deluge,Evocation,You unleash a catastrophic downpour in the area that vanishes an instant later.,9
Disintegrate,Evocation,Reduce a creature or object to dust.,9
Duplicate Foe,Conjuration,Create a temporary duplicate of an enemy that fights for you.,9
Eclipse Burst,Necromancy,A globe of darkness deals cold damage-- hurts the living-- and overcomes light.,9
Endure,Enchantment,You invigorate the touched creature’s mind and urge it to press on.,9
Energy Aegis,Abjuration,A creature gains resistance to acid-- cold-- electricity-- fire-- force-- and sonic.,9
False Life,Necromancy,Gain temporary HP.,9
Feast of Ashes,Necromancy,You curse the target with a hunger no food can sate.,9
Fiery Body,Transmutation,Turn your body into living flame.,9
Final Sacrifice,Evocation,Channel energy to blow up your minion.,9
Fireball,Evocation,An explosion of fire in an area burns creatures.,9
Flaming Sphere,Evocation,A ball of fire rolls about at your command.,9
Forgotten Lines,Divination,HRS Restore destroyed or censored text.,9
Grim Tendrils,Necromancy,Creatures in a line take negative damage and bleed.,9
Grisly Growths,Transmutation,A creature grows excess limbs and organs-- sickening those who witness the transformation.,9
Heat Metal,Evocation,Make metal red hot.,9
Horrid Wilting,Necromancy,Pull moisture from creatures-- damaging them.,9
Hydraulic Push,Evocation,Damage and push a creature with a blast of water.,9
Illusory Creature,Illusion,Form a convincing illusion of a creature.,9
Impaling Spike,Conjuration,Skewer a creature with a cold iron spike.,9
Lightning Bolt,Evocation,Lightning strikes all creatures in a line.,9
Magic Missile,Evocation,Pelt creatures with unerring bolts of magical force.,9
Monstrosity Form,Transmutation,Turn into a powerful monster.,9
Noxious Vapors,Evocation,Form a toxic cloud that poisons and sickens.,9
Personal Rain Cloud,Evocation,You conjure a 5-foot-wide rain cloud that follows the target wherever it goes.,9
Phantasmal Calamity,Illusion,Damage a creature mentally with visions of an apocalypse.,9
Phantasmal Killer,Illusion,Place a fearsome image in a creature's mind to scare and possibly kill it.,9
Pillars of Sand,Conjuration,Create pillars of sand.,9
Polar Ray,Evocation,Bitter cold damages and drains a creature.,9
Power Word Blind,Enchantment,HUtter a word that blinds a creature.,9
Power Word Stun,Enchantment,HUtter a word that stuns a creature.,9
Project Image,Illusion,Make an illusion of yourself you can cast spells through.,9
Pummeling Rubble,Evocation,Hurl a cone of rocks to batter creatures.,9
Rebounding Barrier,Abjuration,You swiftly raise a reflective barrier-- reducing physical damage and rebounding it onto your attacker.,9
Shattering Gem,Abjuration,A large gem floats around the target in an erratic pattern.,9
Shifting Sand,Transmutation,You cause the surface to heave.,9
Shocking Grasp,Evocation,Zap a creature with electricity.,9
Shockwave,Evocation,You create a wave of energy that ripples through the earth.,9
Snowball,Evocation,You throw a magically propelled and chilled ball of dense snow.,9
Subconscious Suggestion,Enchantment,Plant a mental suggestion that must be followed when a trigger occurs.,9
Sudden Bolt,Evocation,You call down a small bolt of lightning on the target,9
Summon Animal,Conjuration,Conjure an animal to fight on your behalf.,9
Summon Construct,Conjuration,Conjure a construct to fight on your behalf.,9
Summon Dragon,Conjuration,Conjure a dragon to fight on your behalf.,9
Summon Elemental,Conjuration,Conjure an elemental to fight on your behalf.,9
Teleport,Conjuration,HTransport you and willing creatures a great distance.,9
Tether,Abjuration,You use magical chains-- vines-- or other tethers to bind your target to you.,9
Transmute Rock and Mud,Transmutation,Turn an area of rock into mud or vice versa.,9
Vampiric Exsanguination,Necromancy,Draw blood and life force from creatures in a cone.,9
